time, amplitude, 
28.711,0.39158, 
28.735,0.4118, 
28.76,0.31253, 
28.784,0.35849, 
28.809,0.30701, 
28.833,0.09192, 
28.857,-0.1195, 
28.882,-0.25922, 
28.906,-0.25738, 
28.931,-0.18384, 
28.955,-0.25738, 
28.979,-0.30518, 
29.004,-0.3493, 
29.028,-0.37136, 
29.053,-0.37687, 
29.077,-0.39158, 
29.102,-0.26473, 
29.126,-0.18936, 
29.15,-0.21693, 
29.175,-0.29598, 
29.199,-0.364, 
29.224,-0.3732, 
29.248,-0.39893, 
29.272,-0.31621, 
29.297,-0.11582, 
29.321,0.04412, 
29.346,0.1434, 
29.37,0.23899, 
29.395,0.24819, 
29.419,0.27944, 
29.443,0.31069, 
29.468,0.46328, 
29.492,0.52578, 
29.517,0.63609, 
29.541,0.68021, 
29.565,0.59381, 
29.59,0.60116, 
29.614,0.69676, 
29.639,0.74639, 
29.663,0.82177, 
29.688,0.84199, 
29.712,0.73352, 
29.736,0.42835, 
29.761,0.2059, 
29.785,0.05883, 
29.81,-0.02941, 
29.834,0.11398, 
29.858,0.23164, 
29.883,0.3879, 
29.907,0.56071, 
29.932,0.30334, 
29.956,-0.00368, 
29.98,-0.43938, 
30.005,-0.74823, 
30.029,-1.4009, 
30.054,-1.7373, 
30.078,-1.3071, 
30.103,-0.66918, 
30.127,-0.26657, 
30.151,-0.05148, 
30.176,-0.06802, 
30.2,0.38607, 
30.225,0.60851, 
30.249,0.70043, 
30.273,0.14707, 
30.298,-0.38974, 
30.322,-0.49821, 
30.347,0.06986, 
30.371,0.85486, 
30.396,1.1288, 
30.42,1.467, 
30.444,1.456, 
30.469,1.0534, 
30.493,0.06986, 
30.518,-1.2556, 
30.542,-1.9083, 
30.566,-1.627, 
30.591,-0.53498, 
30.615,0.22429, 
30.64,0.65263, 
30.664,0.69492, 
30.688,0.6416, 
30.713,0.51659, 
30.737,0.20039, 
30.762,-0.06986, 
30.786,-0.1673, 
30.811,0.12317, 
30.835,0.0239, 
30.859,-0.49086, 
30.884,-0.83096, 
30.908,-0.65631, 
30.933,-0.27944, 
30.957,-0.06618, 
30.981,-0.17281, 
31.006,-0.33459, 
31.03,-0.46696, 
31.055,-0.55336, 
31.079,-0.39526, 
31.104,0.03125, 
31.128,0.59564, 
31.152,1.0185, 
31.177,1.0589, 
31.201,0.72433, 
31.226,0.19303, 
31.25,-0.10111, 
31.274,-0.16546, 
31.299,0.23899, 
31.323,0.61219, 
31.348,0.83648, 
31.372,0.86589, 
31.396,0.43386, 
31.421,-0.1195, 
31.445,-0.52027, 
31.47,-0.63425, 
31.494,-0.38607, 
31.519,0.04412, 
31.543,0.25554, 
31.567,0.1581, 
31.592,0.05148, 
31.616,-0.26473, 
31.641,-0.6655, 
31.665,-0.84751, 
31.689,-0.74088, 
31.714,-0.43019, 
31.738,-0.18384, 
31.763,-0.16913, 
31.787,-0.16178, 
31.812,-0.1103, 
31.836,-0.14707, 
31.86,-0.19119, 
31.885,-0.15994, 
31.909,0.15443, 
31.934,0.38055, 
31.958,0.34011, 
31.982,0.19303, 
32.007,-0.01655, 
32.031,-0.10111, 
32.056,-0.26473, 
32.08,-0.31804, 
32.104,-0.2298, 
32.129,0.02022, 
32.153,0.26841, 
32.178,0.50556, 
32.202,0.63057, 
32.227,0.5791, 
32.251,0.4596, 
32.275,0.28311, 
32.3,0.0478, 
32.324,-0.11398, 
32.349,-0.17649, 
32.373,-0.23899, 
32.397,-0.09008, 
32.422,0.11214, 
32.446,0.08824, 
32.471,0.01838, 
32.495,-0.13972, 
32.52,-0.09192, 
32.544,-0.21693, 
32.568,-0.37871, 
32.593,-0.33827, 
32.617,-0.17281, 
32.642,0.03125, 
32.666,0.18384, 
32.69,0.3971, 
32.715,0.53865, 
32.739,0.63977, 
32.764,0.64528, 
32.788,0.5313, 
32.813,0.34562, 
32.837,0.10295, 
32.861,0.0239, 
32.886,0.13604, 
32.91,0.32172, 
32.935,0.53865, 
32.959,0.75742, 
32.983,0.75375, 
33.008,0.68389, 
33.032,0.39342, 
33.057,0.20039, 
33.081,0.0717, 
33.105,0.08824, 
33.13,0.20039, 
33.154,0.19671, 
33.179,0.1673, 
33.203,0.0717, 
33.228,-0.04964, 
33.252,-0.1103, 
33.276,-0.19855, 
33.301,-0.34011, 
33.325,-0.43938, 
33.35,-0.51108, 
33.374,-0.47615, 
33.398,-0.46879, 
33.423,-0.46328, 
33.447,-0.32724, 
33.472,-0.182, 
33.496,-0.02206, 
33.521,-0.02206, 
33.545,-0.04596, 
33.569,-0.16178, 
33.594,-0.30518, 
33.618,-0.25002, 
33.643,-0.2776, 
33.667,-0.26657, 
33.691,-0.16362, 
33.716,-0.07905, 
33.74,-0.09927, 
33.765,-0.22612, 
33.789,-0.21877, 
33.813,-0.04412, 
33.838,0.09744, 
33.862,0.19303, 
33.887,0.25738, 
33.911,0.33827, 
33.936,0.38423, 
33.96,0.3732, 
33.984,0.39526, 
34.009,0.18568, 
34.033,0.03493, 
34.058,-0.06434, 
34.082,-0.1195, 
34.106,-0.07354, 
34.131,-0.1195, 
34.155,-0.06434, 
34.18,-0.05515, 
34.204,-0.06986, 
34.229,-0.10847, 
34.253,-0.26841, 
34.277,-0.33459, 
34.302,-0.21509, 
34.326,-0.02941, 
34.351,0.19671, 
34.375,0.38607, 
34.399,0.43386, 
34.424,0.47982, 
34.448,0.41364, 
34.473,0.45776, 
34.497,0.42651, 
34.521,0.31804, 
34.546,0.28311, 
34.57,0.24451, 
34.595,0.21142, 
34.619,0.21693, 
34.644,0.31621, 
34.668,0.39158, 
34.692,0.38974, 
34.717,0.51108, 
34.741,0.54785, 
34.766,0.51108, 
34.79,0.4357, 
34.814,0.37687, 
34.839,0.23715, 
34.863,-0.04228, 
34.888,-0.23348, 
34.912,-0.4357, 
34.937,-0.47063, 
34.961,-0.43203, 
34.985,-0.37687, 
35.01,-0.22061, 
35.034,-0.16913, 
35.059,-0.12501, 
35.083,-0.08089, 
35.107,-0.17281, 
35.132,-0.18936, 
35.156,-0.17097, 
35.181,-0.10847, 
35.205,-0.21693, 
35.229,-0.12685, 
35.254,0.05331, 
35.278,0.20406, 
35.303,0.15075, 
35.327,0.05699, 
35.352,0.06618, 
35.376,0.01287, 
35.4,-0.07905, 
35.425,-0.17281, 
35.449,-0.24083, 
35.474,-0.2059, 
35.498,-0.17281, 
35.522,-0.03493, 
35.547,0.00184, 
35.571,0.11214, 
35.596,0.22612, 
35.62,0.31437, 
35.645,0.38607, 
35.669,0.41916, 
35.693,0.39893, 
35.718,0.29966, 
35.742,0.25186, 
35.767,0.22245, 
35.791,0.11766, 
35.815,0.04596, 
35.84,-0.01103, 
35.864,0.00184, 
35.889,0.03493, 
35.913,-0.00184, 
35.938,-0.05148, 
35.962,-0.02758, 
35.986,-0.04412, 
36.011,-0.08457, 
36.035,-0.11582, 
36.06,-0.08457, 
36.084,0.01655, 
36.108,0.07721, 
36.133,0.14707, 
36.157,0.12501, 
36.182,0.09376, 
36.206,0.00368, 
36.23,-0.04044, 
36.255,-0.06986, 
36.279,-0.17465, 
36.304,-0.19855, 
36.328,-0.12685, 
36.353,-0.00919, 
36.377,-0.00919, 
36.401,-0.13237, 
36.426,-0.09192, 
36.45,-0.11766, 
36.475,-0.18568, 
36.499,-0.21509, 
36.523,-0.17097, 
36.548,-0.10295, 
36.572,-0.12501, 
36.597,-0.17649, 
36.621,-0.15443, 
36.646,-0.20774, 
36.67,-0.31437, 
36.694,-0.50005, 
36.719,-0.42835, 
36.743,-0.34378, 
36.768,-0.28311, 
36.792,-0.19303, 
36.816,-0.13788, 
36.841,-0.17281, 
36.865,-0.25002, 
36.89,-0.3015, 
36.914,-0.33091, 
36.938,-0.17465, 
36.963,-0.05331, 
36.987,0.04964, 
37.012,0.09927, 
37.036,0.22429, 
37.061,0.25554, 
37.085,0.21509, 
37.109,0.25002, 
37.134,0.27025, 
37.158,0.26841, 
37.183,0.16546, 
37.207,0.05148, 
37.231,-0.07354, 
37.256,-0.22429, 
37.28,-0.11766, 
37.305,0.05331, 
37.329,0.27208, 
37.354,0.5791, 
37.378,0.80522, 
37.402,0.86589, 
37.427,0.80522, 
37.451,0.85302, 
37.476,0.8806, 
37.5,0.79052, 
37.524,0.78316, 
37.549,0.62138, 
37.573,0.28128, 
37.598,-0.14156, 
37.622,-0.50005, 
37.646,-0.55704, 
37.671,-0.26473, 
37.695,0.08273, 
37.72,0.5791, 
37.744,0.41548, 
37.769,0.31253, 
37.793,-0.06067, 
37.817,-0.4118, 
37.842,-0.47982, 
37.866,-0.34011, 
37.891,0.20958, 
37.915,0.63241, 
37.939,0.70227, 
37.964,0.62138, 
37.988,0.35849, 
38.013,-0.08824, 
38.037,-0.37871, 
38.062,-0.87508, 
38.086,-1.3347, 
38.11,-1.2575, 
38.135,-1.0442, 
38.159,-0.75007, 
38.184,-0.57726, 
38.208,-0.17649, 
38.232,-0.12869, 
38.257,-0.27944, 
38.281,-0.39342, 
38.306,-0.45041, 
38.33,-0.32724, 
38.354,-0.22796, 
38.379,0.27025, 
38.403,0.77949, 
38.428,0.76662, 
38.452,0.29782, 
38.477,-0.41732, 
38.501,-1.0313, 
38.525,-1.5755, 
38.55,-1.7428, 
38.574,-1.1545, 
38.599,-0.3879, 
38.623,0.24267, 
38.647,0.2298, 
38.672,-0.26473, 
38.696,-0.85302, 
38.721,-1.3659, 
38.745,-1.2814, 
38.77,-0.65815, 
38.794,0.53314, 
38.818,1.5829, 
38.843,1.7704, 
38.867,1.0902, 
38.892,0.04044, 
38.916,-0.967, 
38.94,-1.4928, 
38.965,-1.138, 
38.989,-0.02574, 
39.014,0.89714, 
39.038,1.206, 
39.063,1.0755, 
39.087,0.45593, 
39.111,-0.25554, 
39.136,-0.58278, 
39.16,-0.37504, 
39.185,0.16546, 
39.209,0.64712, 
39.233,0.8089, 
39.258,0.55888, 
39.282,0.13788, 
39.307,-0.20406, 
39.331,-0.58094, 
39.355,-0.60851, 
39.38,-0.19671, 
39.404,0.32724, 
39.429,0.64344, 
39.453,0.49821, 
39.478,0.16913, 
39.502,-0.29598, 
39.526,-0.55888, 
39.551,-0.59381, 
39.575,-0.3971, 
39.6,0.18936, 
39.624,0.59932, 
39.648,0.75375, 
39.673,0.603, 
39.697,0.23715, 
39.722,-0.23164, 
39.746,-0.81074, 
39.771,-1.0001, 
39.795,-0.73904, 
39.819,-0.36033, 
39.844,-0.03493, 
39.868,0.17649, 
39.893,0.32724, 
39.917,0.29598, 
39.941,0.03677, 
39.966,-0.12869, 
39.99,-0.14523, 
40.015,-0.0239, 
40.039,0.00552, 
40.063,-0.05699, 
40.088,-0.0239, 
40.112,0.21326, 
40.137,0.39342, 
40.161,0.36952, 
40.186,0.34378, 
40.21,0.46879, 
40.234,0.4357, 
40.259,0.19671, 
40.283,-0.03861, 
40.308,-0.15626, 
40.332,-0.13604, 
40.356,-0.26289, 
40.381,-0.27025, 
40.405,-0.01287, 
40.43,0.18568, 
40.454,0.1103, 
40.479,-0.1673, 
40.503,-0.26657, 
40.527,-0.26105, 
40.552,-0.3493, 
40.576,-0.37136, 
40.601,-0.20222, 
40.625,0.01655, 
40.649,0.22429, 
40.674,0.20406, 
40.698,0.22796, 
40.723,0.27944, 
40.747,0.29598, 
40.771,0.3732, 
40.796,0.40261, 
40.82,0.33459, 
40.845,0.2537, 
40.869,0.20222, 
40.894,0.19855, 
40.918,0.27025, 
40.942,0.29047, 
40.967,0.10847, 
40.991,0.00735, 
41.016,0.0956, 
41.04,0.09192, 
41.064,-0.10111, 
41.089,-0.12869, 
41.113,0.02941, 
41.138,0.22245, 
41.162,0.11766, 
41.187,0.02574, 
41.211,-0.11214, 
41.235,-0.28495, 
41.26,-0.47063, 
41.284,-0.54601, 
41.309,-0.46328, 
41.333,-0.16178, 
41.357,-0.06802, 
41.382,-0.04228, 
41.406,-0.07721, 
41.431,-0.22796, 
41.455,-0.40261, 
41.479,-0.48534, 
41.504,-0.47247, 
41.528,-0.22245, 
41.553,-0.01287, 
41.577,0.24451, 
41.602,0.40629, 
41.626,0.45593, 
41.65,0.13237, 
41.675,-0.17833, 
41.699,-0.35849, 
41.724,-0.39893, 
41.748,-0.34011, 
41.772,-0.11582, 
41.797,0.09927, 
41.821,0.2059, 
41.846,0.27208, 
41.87,0.44122, 
41.895,0.3015, 
41.919,0.13237, 
41.943,0.18752, 
41.968,0.20958, 
41.992,0.25002, 
42.017,0.23164, 
42.041,0.16913, 
42.065,-0.01471, 
42.09,-0.19855, 
42.114,-0.34746, 
42.139,-0.48902, 
42.163,-0.49453, 
42.188,-0.42651, 
42.212,-0.31988, 
42.236,-0.15075, 
42.261,-0.19303, 
42.285,-0.29782, 
42.31,-0.29415, 
42.334,-0.2059, 
42.358,-0.15626, 
42.383,-0.13604, 
42.407,-0.00735, 
42.432,0.20406, 
42.456,0.29782, 
42.48,0.37687, 
42.505,0.32356, 
42.529,0.18568, 
42.554,0.02206, 
42.578,-0.10663, 
42.603,-0.16913, 
42.627,-0.30518, 
42.651,-0.38239, 
42.676,-0.39526, 
42.7,-0.18016, 
42.725,0.07354, 
42.749,0.19303, 
42.773,0.25738, 
42.798,0.21142, 
42.822,0.18384, 
42.847,-0.05331, 
42.871,-0.34194, 
42.896,-0.421, 
42.92,-0.42835, 
42.944,-0.46328, 
42.969,-0.47799, 
42.993,-0.4835, 
43.018,-0.48534, 
43.042,-0.61771, 
43.066,-0.86038, 
43.091,-0.8806, 
43.115,-0.78132, 
43.14,-0.69308, 
43.164,-0.60667, 
43.188,-0.37504, 
43.213,-0.00735, 
43.237,0.31069, 
43.262,0.45593, 
43.286,0.32172, 
43.311,0.22245, 
43.335,0.27208, 
43.359,0.16362, 
43.384,0.05515, 
43.408,0.05331, 
43.433,0.05515, 
43.457,0.15259, 
43.481,0.21693, 
43.506,0.18568, 
43.53,-0.02206, 
43.555,-0.09927, 
43.579,0.04964, 
43.604,0.06986, 
43.628,0.11766, 
43.652,0.26841, 
43.677,0.45409, 
43.701,0.53865, 
43.726,0.52395, 
43.75,0.38974, 
43.774,0.06618, 
43.799,-0.16913, 
43.823,-0.26657, 
43.848,-0.40813, 
43.872,-0.36217, 
43.896,-0.29415, 
43.921,-0.21142, 
43.945,-0.12501, 
43.97,-0.15259, 
43.994,-0.23164, 
44.019,-0.34378, 
44.043,-0.32724, 
44.067,-0.21693, 
44.092,-0.08273, 
44.116,0.1195, 
44.141,0.16362, 
44.165,0.21509, 
44.189,0.12685, 
44.214,-0.08273, 
44.238,-0.24083, 
44.263,-0.2537, 
44.287,-0.25922, 
44.312,-0.2537, 
44.336,-0.17281, 
44.36,0.02574, 
44.385,0.11214, 
44.409,0.20222, 
44.434,0.34194, 
44.458,0.54233, 
44.482,0.70411, 
44.507,0.63241, 
44.531,0.54417, 
44.556,0.42651, 
44.58,0.13788, 
44.604,-0.08089, 
44.629,-0.39893, 
44.653,-0.56623, 
44.678,-0.42467, 
44.702,-0.39342, 
44.727,-0.3493, 
44.751,-0.36217, 
44.775,-0.37136, 
44.8,-0.56071, 
44.824,-0.81993, 
44.849,-0.79235, 
44.873,-0.60851, 
44.897,-0.36033, 
44.922,-0.04412, 
44.946,0.42467, 
44.971,0.65447, 
44.995,0.62322, 
45.02,0.45409, 
45.044,0.06986, 
45.068,-0.39893, 
45.093,-0.68205, 
45.117,-0.73352, 
45.142,-0.52946, 
45.166,-0.25186, 
45.19,0.19119, 
45.215,0.72433, 
45.239,1.0148, 
45.264,1.4211, 
45.288,1.0589, 
45.313,0.07354, 
45.337,-0.2059, 
45.361,-0.52946, 
45.386,-1.1527, 
45.41,-1.3843, 
45.435,-0.68573, 
45.459,0.4596, 
45.483,1.5553, 
45.508,1.4045, 
45.532,0.5313, 
45.557,-0.44306, 
45.581,-1.5369, 
45.605,-2.3458, 
45.63,-2.5462, 
45.654,-1.5976, 
45.679,0.05699, 
45.703,1.3917, 
45.728,2.1307, 
45.752,1.9616, 
45.776,0.86038, 
45.801,-0.76478, 
45.825,-1.8972, 
45.85,-1.9634, 
45.874,-1.0975, 
45.898,0.31988, 
45.923,1.3457, 
45.947,1.7502, 
45.972,1.2667, 
45.996,0.11214, 
46.021,-1.2152, 
46.045,-1.9267, 
46.069,-1.2556, 
46.094,0.10663, 
46.118,1.3439, 
46.143,2.0866, 
46.167,2.0333, 
46.191,1.0755, 
46.216,-0.42283, 
46.24,-1.6766, 
46.265,-2.1399, 
46.289,-1.8182, 
46.313,-1.081, 
46.338,-0.05883, 
46.362,0.60484, 
46.387,0.68205, 
46.411,0.09008, 
46.436,-0.69308, 
46.46,-1.0626, 
46.484,-0.91369, 
46.509,-0.66183, 
46.533,-0.49086, 
46.558,0.09192, 
46.582,0.47063, 
46.606,0.32724, 
46.631,-0.17833, 
46.655,-0.61954, 
46.68,-0.63609, 
46.704,-0.603, 
46.729,-0.35481, 
46.753,0.02941, 
46.777,0.19487, 
46.802,0.07721, 
46.826,-0.05515, 
46.851,0.02022, 
46.875,0.15075, 
46.899,0.33459, 
46.924,0.62322, 
46.948,0.86221, 
46.973,0.93391, 
46.997,0.57358, 
47.021,-0.19855, 
47.046,-0.70227, 
47.07,-0.75007, 
47.095,-0.43938, 
47.119,0.08273, 
47.144,0.55336, 
47.168,0.89898, 
47.192,0.87324, 
47.217,0.58278, 
47.241,0.15075, 
47.266,-0.33275, 
47.29,-0.54601, 
47.314,-0.42283, 
47.339,-0.15626, 
47.363,0.1195, 
47.388,0.11582, 
47.412,-0.19487, 
47.437,-0.8328, 
47.461,-1.3273, 
47.485,-1.4248, 
47.51,-1.1104, 
47.534,-0.59932, 
47.559,-0.06618, 
47.583,0.35297, 
47.607,0.44122, 
47.632,0.23348, 
47.656,-0.03125, 
47.681,-0.28128, 
47.705,-0.39526, 
47.729,-0.18384, 
47.754,0.12501, 
47.778,0.43203, 
47.803,0.43019, 
47.827,0.17281, 
47.852,-0.23164, 
47.876,-0.45041, 
47.9,-0.603, 
47.925,-0.785, 
47.949,-0.73536, 
47.974,-0.42835, 
47.998,-0.34746, 
48.022,-0.35297, 
48.047,-0.43938, 
48.071,-0.40629, 
48.096,-0.43938, 
48.12,-0.60484, 
48.145,-0.82361, 
48.169,-0.81809, 
48.193,-0.72985, 
48.218,-0.64896, 
48.242,-0.50005, 
48.267,-0.23532, 
48.291,-0.05148, 
48.315,-0.08641, 
48.34,-0.0478, 
48.364,-0.12317, 
48.389,-0.1434, 
48.413,-0.22061, 
48.438,-0.33275, 
48.462,-0.24083, 
48.486,-0.12317, 
48.511,0.1195, 
48.535,0.08457, 
48.56,-0.02574, 
48.584,0.00184, 
48.608,0.11582, 
48.633,0.16362, 
48.657,0.1103, 
48.682,0.16546, 
48.706,0.11766, 
48.73,-0.04964, 
48.755,-0.22245, 
48.779,-0.3015, 
48.804,-0.30334, 
48.828,-0.10663, 
48.853,0.17097, 
48.877,0.22612, 
48.901,0.2537, 
48.926,0.12317, 
48.95,-0.01655, 
48.975,-0.16546, 
48.999,-0.16362, 
49.023,-0.16546, 
49.048,-0.12685, 
49.072,0.14156, 
49.097,0.24635, 
49.121,0.10111, 
49.146,-0.20039, 
49.17,-0.4596, 
49.194,-0.57358, 
49.219,-0.56623, 
49.243,-0.37687, 
49.268,-0.2298, 
49.292,-0.0239, 
49.316,0.29231, 
49.341,0.43019, 
49.365,0.35665, 
49.39,0.1673, 
49.414,0.02941, 
49.438,0.0239, 
49.463,0.14156, 
49.487,0.36033, 
49.512,0.44306, 
49.536,0.36033, 
49.561,0.24267, 
49.585,0.07721, 
49.609,-0.10479, 
49.634,-0.34011, 
49.658,-0.52946, 
49.683,-0.52395, 
49.707,-0.36217, 
49.731,-0.18568, 
49.756,-0.09376, 
49.78,-0.04412, 
49.805,-0.0956, 
49.829,-0.26473, 
49.854,-0.44306, 
49.878,-0.57174, 
49.902,-0.56623, 
49.927,-0.47431, 
49.951,-0.31988, 
49.976,-0.02574, 
